id,name,host_id,location,neighbourhood,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,review_scores_rating,cancellation_policy
7342489,Columbus Garden By Maverick,22348222,"Columbus Avenue, Boston, MA 02116, United States",South End,2116,42.34558426,-71.07668644,Apartment,Entire home/apt,4,1,2,2,$225.00,7,,strict
6850880,"Columbus By Maverick, TwentyFour",22348222,"Columbus Avenue, Boston, MA 02116, United States",South End,2116,42.34399514,-71.07656684,Apartment,Entire home/apt,2,1,0,1,$137.00,7,80,strict
7325084,Studio near Copley Square,14697946,"Columbus Avenue, Boston, MA 02116, United States",South End,2116,42.34474483,-71.07705984,Apartment,Entire home/apt,2,1,0,1,$146.00,1,60,flexible
705919,Studio 3 South End: by Spare Suite,508268,"Greenwich Park, Boston, MA 02118, United States",South End,2118,42.34312857,-71.08114079,Apartment,Entire home/apt,3,1,1,1,$199.00,3,96,strict
5932402,South End Condo,2221632,"Gray Street, Boston, MA 02116, United States",South End,2116,42.34474518,-71.07025686,Apartment,Entire home/apt,2,1,1,1,$190.00,6,,moderate
901914,South End Condo,4818556,"Shawmut Avenue, Boston, MA 02118, United States",South End,2118,42.34137191,-71.06949575,Apartment,Entire home/apt,2,1,1,1,$249.00,1,,flexible
5718801,"Columbus Ave By Maverick, FortyTwo",22348222,"Columbus Avenue, Boston, MA 02116, United States",South End,2116,42.34502803,-71.07666327,Apartment,Entire home/apt,2,1,0,1,$150.00,7,80,strict
9487079,Adorable South End Studio,39051883,"Cazenove Street, Boston, MA 02116, United States",South End,2116,42.34376717,-71.07493705,Apartment,Entire home/apt,2,1,0,1,$106.00,30,,flexible
4410142,Best Location in Boston (Copley Sq),22891260,"Chandler Street, Boston, MA 02116, United States",South End,2116,42.34717118,-71.0712974,Apartment,Entire home/apt,3,1,1,1,$200.00,2,92,moderate
8301926,"Gorgeous South End Apt, in the heart of Boston!",43772222,"Tremont Street, Boston, MA 02116, United States",South End,2116,42.34384167,-71.07007469,Apartment,Private room,2,1,1,1,$99.00,2,100,strict
5153080,"Cozy, colorful & private on a park",2594165,"Tremont Street, Boston, MA 02118, United States",South End,2118,42.34163006,-71.07388633,Apartment,Private room,2,1,1,1,$139.00,1,100,flexible
4278067,Studio apart Tremont St South End #2,9653086,"Tremont Street, Boston, MA 02118, United States",South End,2118,42.34066934,-71.07689917,Apartment,Entire home/apt,4,1,0,1,$175.00,1,91,strict
7620413,Spectacular Brownstone in South End,38708629,"West Springfield Street, Boston, MA 02118, United States",South End,2118,42.34140859,-71.08173066,Condominium,Entire home/apt,2,2,1,1,$200.00,14,100,strict
1214214,Breathtaking downtown arty condo,2021429,"Tremont Street, Boston, MA 02118, United States",South End,2118,42.34293633,-71.07345338,Apartment,Entire home/apt,3,2,2,2,$450.00,7,100,strict
14489201,Privacy in cozy South End/Back Bay studio,23623960,"Clarendon Street, Boston, MA 02116, United States",South End,2116,42.34661694,-71.0738766,Apartment,Entire home/apt,2,1,0,1,$165.00,2,87,strict
9094794,Beautiful Condo - Centrally Located,47418276,"Massachusetts Avenue, Boston, MA 02118, United States",South End,2118,42.33830139,-71.07794455,Apartment,Entire home/apt,4,2,2,2,$250.00,2,,flexible
1425973,Historic brick Victorian row house ,1015632,"West Springfield Street, Boston, MA 02118, United States",South End,2118,42.33937086,-71.08025759,House,Private room,6,2.5,1,3,$350.00,2,86,strict
986399,Elegant Two-Room Suite in South End,5413224,"Union Park, Boston, MA 02118, United States",South End,2118,42.34191276,-71.07153789,Townhouse,Private room,2,1,1,1,$295.00,2,90,moderate
4549374,South End Luxury Penthouse,18286028,"East Springfield Street, Boston, MA 02118, United States",South End,2118,42.33627764,-71.07431077,Apartment,Entire home/apt,3,1,1,1,$199.00,2,97,strict
639101,Duleek Opulent Room at Aisling,3189672,"E. Concord St., Boston, MA, United States",South End,,42.33838121,-71.07496369,Bed & Breakfast,Private room,2,1,1,1,$299.00,1,100,strict
9207914,Luxury One Bed in Coolest Building!,47889779,"Harrison Avenue, Boston, MA 02118, United States",South End,2118,42.34555475,-71.06157484,Apartment,Entire home/apt,4,1,1,2,$130.00,2,95,moderate
1365335,Elegant South End 1BR  Floor-Thru,1172878,"Shawmut Avenue, Boston, MA 02119, United States",South End,2119,42.33982701,-71.07419476,Apartment,Entire home/apt,3,1,1,1,$160.00,4,98,strict
11927580,Apartment with private roof deck,15421490,"Massachusetts Avenue, Boston, MA 02118, United States",South End,2118,42.3403315,-71.0804136,Apartment,Entire home/apt,4,1,1,2,$250.00,1,,flexible
11585459,One Bedroom Parlor Townhouse,53603592,"Appleton Street, Boston, MA 02116, United States",South End,2116,42.34592825,-71.07398023,House,Entire home/apt,4,1,1,2,$220.00,1,60,flexible
5769127,"Columbus Avenue By Maverick, Three",22348222,"Columbus Avenue, Boston, MA 02116, United States",South End,2116,42.34364179,-71.07572452,Apartment,Entire home/apt,2,1,0,1,$150.00,7,90,strict
4294557,Gorgeous 2Bed in Historic South End,22288672,"Washington Street, Boston, MA 02118, United States",South End,2118,42.33813926,-71.07562682,Condominium,Entire home/apt,5,2.5,2,2,$280.00,2,100,moderate
6851459,"Columbus Ave By Maverick, ThirtyOne",22348222,"Columbus Avenue, Boston, MA 02116, United States",South End,2116,42.34367971,-71.07700349,Apartment,Entire home/apt,2,1,0,1,$150.00,7,85,strict
5932267,Classic South End One Bedroom,183065,"Worcester Square, Boston, MA 02118, United States",South End,2118,42.33666004,-71.07502393,Apartment,Entire home/apt,2,1,1,1,$250.00,2,100,strict
6075932,South End Charm- Private Bed/Bath,4307515,"West Canton Street, Boston, MA 02118, United States",South End,2118,42.34403664,-71.07639143,Apartment,Private room,2,1,1,1,$185.00,1,96,strict
8782991,Charming Studio on Mass Ave.,17818556,"Massachusetts Avenue, Boston, MA 02118, United States",South End,2118,42.34198708,-71.07970169,Apartment,Entire home/apt,2,1,1,1,$140.00,2,88,strict
4588530,Beautiful South End Getaway,23785538,"West Concord Street, Boston, MA 02118, United States",South End,2118,42.33745064,-71.07636722,Apartment,Entire home/apt,3,1,1,1,$150.00,1,100,moderate
13697966,Braddock Suite Studio  M365-ST,32532791,"Braddock Park, Boston, MA 02116, United States",South End,2116,42.34364881,-71.07912482,Apartment,Entire home/apt,2,1,0,1,$165.00,3,87,strict
8970393,Location! Parking/Patio/Brownstone!,14438532,"Concord Square, Boston, MA 02118, United States",South End,2118,42.34210897,-71.07940008,Apartment,Entire home/apt,4,1,1,2,$275.00,2,97,flexible
9864083,Lofty South End One Bedroom,50766866,"Harrison Avenue, Boston, MA 02118, United States",South End,2118,42.34183606,-71.06475388,Apartment,Entire home/apt,2,1,1,1,$150.00,1,,flexible
5718921,West Canton By Maverick,22348222,"West Canton Street, Boston, MA 02116, United States",South End,2116,42.34364187,-71.07690397,Apartment,Entire home/apt,4,1,2,2,$225.00,7,96,strict
4178790,Classic 2 Bed/1.5 Bath in South End,1444340,"East Springfield Street, Boston, MA 02118, United States",South End,2118,42.33745978,-71.07462415,Apartment,Entire home/apt,6,1.5,2,3,$235.00,2,89,strict
11687122,Bright 1BR in South End w/ Pool+Gym,12243051,"Harrison Avenue, Boston, MA 02118, United States",South End,2118,42.34549639,-71.06207974,Condominium,Entire home/apt,2,1,1,1,$189.00,3,92,strict
13697464,My Flat on Braddock 1 BR private apartment   M366,32532791,"Braddock Park, Boston, MA 02116, United States",South End,2116,42.34327954,-71.07987038,Apartment,Entire home/apt,4,1,1,2,$215.00,3,,strict
11796879,Room in the South End Loft,13649503,"East Berkeley Street, Boston, MA 02118, United States",South End,2118,42.34299963,-71.06594437,Apartment,Private room,2,1,1,1,$90.00,1,90,moderate
442735,Top of the South End Brownstone,1592221,"Shawmut Avenue, Boston, MA 02118, United States",South End,2118,42.3436209,-71.06799258,Apartment,Entire home/apt,5,1,2,3,$250.00,2,98,moderate
12318093,Charming South End Apartment,66447831,"Appleton Street, Boston, MA 02116, United States",South End,2116,42.3451132,-71.07225421,Apartment,Entire home/apt,2,1,0,1,$195.00,5,70,moderate
3415245,3BR Historic South End Penthouse,17219748,"Waltham Street, Boston, MA 02118, United States",South End,2118,42.34418163,-71.07143716,Apartment,Entire home/apt,6,2.5,3,3,$650.00,2,100,strict
14680277,South End Gem classic brownstone 1BR - Location!,72882793,"Chandler Street, Boston, MA 02116, United States",South End,2116,42.34549157,-71.07456229,Apartment,Entire home/apt,3,1,1,2,$189.00,2,,strict
12812461,SouthEnd Duplex immaculate condo quality apartment,38818333,"East Springfield Street, Boston, MA 02118, United States",South End,2118,42.33659485,-71.07603149,Apartment,Entire home/apt,2,1.5,1,1,$225.00,2,90,flexible
10567830,zzzzParking? LongTermOnly!,1651480,"West Brookline Street, Boston, MA 02118, United States",South End,2118,42.34176323,-71.07539722,Other,Shared room,1,0,1,1,$500.00,1,,flexible
10634364,Boston South-End Apt. With Porch,16044270,"Warren Avenue, Boston, MA 02116, United States",South End,2116,42.34594999,-71.07248995,Apartment,Entire home/apt,4,1,1,1,$149.00,1,100,strict
543078,[1716-2] Brand New 2BR -Back Bay,25188,"Garrison St, Boston, MA 02116, United States",Back Bay,2116,42.34526225,-71.0807893,Apartment,Entire home/apt,4,1,2,2,$379.00,3,93,super_strict_30
12290477,IDEAL LOCATION - NEWBURY ST 1BR/1BA,3713069,"Newbury Street, Boston, MA 02116, United States",Back Bay,2116,42.34864784,-71.08433664,Apartment,Entire home/apt,4,1.5,1,2,$136.00,1,,strict
68902,"[1279/1] 2 BR 1.5BA, Bi-Level Suite",25188,"Beacon Street, Boston, MA 02116, United States",Back Bay,2116,42.35454321,-71.07345476,Apartment,Entire home/apt,4,1.5,2,2,$359.00,2,87,super_strict_30
627048,[1250-2/1] 2BR Lux Back Bay Rental.,25188,"Garrison Street, Boston, MA 02116, United States",Back Bay,2116,42.34508847,-71.08016534,Apartment,Entire home/apt,4,2,2,2,$299.00,4,91,super_strict_30
5280183,Classic & Stylish w/ Balcony,4195134,"Beacon Street, Boston, MA 02116, United States",Back Bay,2116,42.35380771,-71.07881419,Apartment,Entire home/apt,2,1,0,1,$110.00,60,93,strict
9918240,Elegant Studio,2992060,"Commonwealth Avenue, Boston, MA 02116, United States",Back Bay,2116,42.35173961,-71.08173352,Apartment,Entire home/apt,3,1,0,3,$170.00,1,100,flexible
11275963,Drop Dead Gorgeous Spacious Studio,4195134,"Beacon Street, Boston, MA 02116, United States",Back Bay,2116,42.35362814,-71.07802599,Apartment,Entire home/apt,2,1,0,1,$130.00,5,95,strict
3182473,[1716-1/2]Brand New 1BR in Back Bay,25188,"Garrison Street, Boston, MA 02116, United States",Back Bay,2116,42.34506726,-71.07925507,Apartment,Entire home/apt,2,1,1,1,$259.00,2,89,super_strict_30
4887325,Single Room in the Back Bay,2448751,"Commonwealth Avenue, Boston, MA 02116, United States",Back Bay,2116,42.35261227,-71.07602728,Apartment,Private room,1,1,1,1,$100.00,1,,flexible
13864961,Moody Studio East – Bedroom 3 (see plan),25796770,"Massachusetts Avenue, Boston, MA 02115, United States",Back Bay,2115,42.34944853,-71.09041786,Condominium,Private room,2,2,1,1,$99.00,14,,flexible
8048838,Condo in Back Bay,31233940,"Commonwealth Avenue, Boston, MA 02115, United States",Back Bay,2115,42.34789271,-71.08735027,Condominium,Entire home/apt,2,1,1,1,$175.00,1,100,flexible
56927,[1250-1P] 1BR Furnished in Back Bay,25188,"Garrison Street, Boston, MA 02116, United States",Back Bay,2116,42.34648978,-71.07975897,Apartment,Entire home/apt,2,1,1,1,$289.00,4,96,super_strict_30
9824,[1273] Fab Studio- close to Newbury,25188,"Hereford St, Boston, MA 02115, United States",Back Bay,2115,42.34949627,-71.08595385,Apartment,Entire home/apt,2,1,,1,$209.00,2,78,super_strict_30
2189086,BU/Harvard/MIT- 3 mins to T,3945988,"Beacon Street, Boston, MA 02215, United States",Back Bay,2215,42.35046123,-71.08838128,Apartment,Private room,1,1,1,1,$80.00,1,80,strict
9858,[1356-2] 2BR Exec Penthouse Suite,25188,"Saint Botolph Street, Boston, MA 02116, United States",Back Bay,2116,42.34447143,-71.08178606,Apartment,Entire home/apt,6,1,2,2,$449.00,2,,super_strict_30
9860,[1277] 1BR on Beacon St - Back Bay,25188,"Beacon St, Boston, MA 02116, United States",Back Bay,2116,42.35411529,-71.07441445,Apartment,Entire home/apt,2,1,1,1,$251.00,2,85,super_strict_30
1174776,Cozy + Central Back Bay Apartment,6429699,"Commonwealth Avenue, Boston, MA 02116, United States",Back Bay,2116,42.35031386,-71.07565658,Apartment,Entire home/apt,1,1,0,1,$185.00,5,97,flexible
28150,[1277/1] 1BR on Beacon St- Back Bay,25188,"Beacon Street, Boston, MA 02116, United States",Back Bay,2116,42.35397478,-71.07261174,Apartment,Entire home/apt,2,1,1,1,$251.00,2,81,super_strict_30
716643,[1250-2NE] 2BR-1 Bath - Back Bay,25188,"Garrison St, Boston, MA 02116, United States",Back Bay,2116,42.34609672,-71.07898647,Apartment,Entire home/apt,4,1,2,2,$349.00,3,93,super_strict_30
13589,"[1426] NEW 3 BR, Bi-Level-Back Bay",25188,"Beacon Street, Boston, MA 02116, United States",Back Bay,2116,42.3552632,-71.0727931,Apartment,Entire home/apt,6,2,3,3,$389.00,3,88,super_strict_30
10859498,Heart of Newbury Back Bay 2BR,51673899,"Hereford Street, Boston, MA 02115, United States",Back Bay,2115,42.34810958,-71.08628318,Apartment,Entire home/apt,6,1,2,2,$349.00,2,,strict
9857,[1280] Luxury 2BR Suite-Back Bay,25188,"Beacon St, Boston, MA 02116, United States",Back Bay,2116,42.35428958,-71.07277225,Apartment,Entire home/apt,4,1,2,2,$342.00,2,87,super_strict_30
12603280,"Saint Botolph Street, Lux South End/Back Bay 1bd",22541573,"Saint Botolph Street, Boston, MA 02116, United States",Back Bay,2116,42.34689806,-71.08034964,Apartment,Entire home/apt,2,1,1,1,$232.00,10,80,moderate
10882267,Mansion Flat in Heart of Back Bay,41998307,"Commonwealth Avenue, Boston, MA 02116, United States",Back Bay,2116,42.34997061,-71.08103177,Apartment,Entire home/apt,5,3.5,3,3,"$1,250.00",14,100,strict
4948724,Carlyle 5th Floor: by Spare Suite,508268,"Commonwealth Avenue, Boston, MA 02215, United States",Back Bay,2215,42.3481822,-71.09076068,Apartment,Entire home/apt,4,1,1,1,$249.00,3,98,strict
6214710,Small studio in GREAT location,27608437,"Beacon Street, Boston, MA 02116, United States",Back Bay,2116,42.35252079,-71.08055812,Apartment,Entire home/apt,1,1,0,1,$135.00,3,96,strict
2701124,Charlesview Suites Back Bay ,13822322,"Massachusetts Avenue, Boston, MA 02115, United States",Back Bay,2115,42.34506857,-71.08600744,Apartment,Entire home/apt,4,1,1,2,$280.00,3,94,strict
9373802,"Very spacious Back Bay, 1 block T",21184200,"Massachusetts Avenue, Boston, MA 02115, United States",Back Bay,2115,42.3504942,-71.08851658,Apartment,Entire home/apt,8,1,1,4,$155.00,1,82,strict
14217967,Stylish Studio in Historic Back Bay,6742925,"Beacon Street, Boston, MA 02116, United States",Back Bay,2116,42.35361676,-71.07739422,Apartment,Entire home/apt,2,1,0,1,$200.00,1,100,flexible
7749568,Cozy Back Bay Penthouse!,40738497,"Beacon Street, Boston, MA 02215, United States",Back Bay,2215,42.34880842,-71.08897715,Apartment,Entire home/apt,4,1,1,1,$150.00,1,96,flexible
10037387,Boston Newbury Two Bedroom Grand,48494513,"Hereford Street, Boston, MA 02115, United States",Back Bay,2115,42.34964226,-71.08434529,Apartment,Entire home/apt,4,1,2,2,$239.00,2,82,strict
14040844,Back Bay Apartment with Parking,72888191,"Cumberland Street, Boston, MA 02115, United States",Back Bay,2115,42.34323699,-71.08243592,Apartment,Entire home/apt,3,1,0,1,$160.00,1,,strict
1322461,Stylish Studio in heart of Back Bay,7178644,"Dartmouth Street, Boston, MA 02116, United States",Back Bay,2116,42.34961979,-71.07771977,Apartment,Entire home/apt,2,1,1,1,$174.00,1,98,moderate
7728508,Posh Studio on Bustling Newbury St,12243051,"Newbury Street, Boston, MA 02116, United States",Back Bay,2116,42.34892383,-71.08127252,Apartment,Entire home/apt,2,1,0,0,$199.00,3,93,strict
2277821,Sparkling New 2BR / 2BA in Back Bay,9410008,"Gloucester Street, Boston, MA 02115, United States",Back Bay,2115,42.34923736,-71.08452695,Apartment,Entire home/apt,5,2,2,2,$425.00,3,99,strict
14855656,Newbury Street perfection!!,21184200,"Newbury Street, Boston, MA 02115, United States",Back Bay,2115,42.34922978,-71.08601525,Apartment,Entire home/apt,4,1,1,2,$220.00,1,,strict
6908525,"Newbury Street By Maverick, Twelve",22348222,"Newbury Street, Boston, MA 02116, United States",Back Bay,2116,42.35047181,-71.08197091,Apartment,Entire home/apt,2,1,0,1,$160.00,7,83,strict
7856323,Stylish Studio in Elegant Back Bay,12243051,"Newbury Street, Boston, MA 02116, United States",Back Bay,2116,42.34936658,-71.08199538,Apartment,Entire home/apt,2,1,0,0,$199.00,3,86,strict
7474855,"Newbury Street By Maverick, Eleven",22348222,"Newbury Street, Boston, MA 02114, United States",Back Bay,2114,42.34950979,-71.0820505,Apartment,Entire home/apt,2,1,0,1,$150.00,7,80,strict
7475379,"Newbury Street By Maverick, Six",22348222,"Newbury Street, Boston, MA 02116, United States",Back Bay,2116,42.35082186,-71.08203891,Apartment,Entire home/apt,2,1,0,1,$150.00,7,93,strict
6879036,"Newbury Street By Maverick, Three",22348222,"Newbury Street, Boston, MA 02116, United States",Back Bay,2116,42.35030731,-71.08285058,Apartment,Entire home/apt,2,1,0,1,$150.00,7,100,strict
2881388,3BR / 2BA + Prvt Deck in Back Bay,9410008,"Gloucester Street, Boston, MA 02115, United States",Back Bay,2115,42.34761659,-71.08494957,Apartment,Entire home/apt,7,2,3,3,$695.00,3,96,strict
14745087,NEW - Lively 1BR in the South End,12243051,"West Newton Street, Boston, MA 02116, United States",Back Bay,2116,42.3452011,-71.07882828,Apartment,Entire home/apt,2,1,1,1,$189.00,3,,strict
7474044,"Newbury Street By Maverick, Five",22348222,"Newbury Street, Boston, MA 02116, United States",Back Bay,2116,42.34935164,-71.08201364,Apartment,Entire home/apt,2,1,0,1,$148.00,7,100,strict
8188894,Luxury 1Br in Boston Back Bay!,43195276,"Marlborough Street, Boston, MA 02116, United States",Back Bay,2116,42.35286944,-71.08313771,Apartment,Entire home/apt,2,1,1,1,$400.00,5,,flexible
8410270,Great Apartment in the Back Bay,33688127,"Boston, MA 02115, United States",Back Bay,2115,42.34529925,-71.08564212,Apartment,Entire home/apt,2,1,1,1,$160.00,7,60,strict
7698631,"Charles River gem-Back Bay, Boston",5316617,"Beacon Street, Boston, MA 02116, United States",Back Bay,2116,42.35289906,-71.08224033,Apartment,Entire home/apt,6,2,2,3,$300.00,1,100,moderate
7159343,Back Bay Apt on Commonwealth Avenue,28980127,"Commonwealth Avenue, Boston, MA 02116, United States",Back Bay,2116,42.35005067,-71.08124417,Apartment,Entire home/apt,4,1,1,1,$200.00,3,,moderate
14858003,"Back Bay, Beacon St Beauty. Peaceful and Charming!",21184200,"Beacon Street, Boston, MA 02115, United States",Back Bay,2115,42.35042731,-71.08662782,Apartment,Entire home/apt,5,1,0,2,$275.00,1,,strict
14723758,Cozy studio in back bay,9619490,"Beacon Street, Boston, MA 02116, United States",Back Bay,2116,42.35255996,-71.08433378,Loft,Entire home/apt,3,1,0,1,$166.00,3,,flexible
8663351,Quaint Brownstone Studio,45516766,"Blackwood Streetreet, Boston, MA 02115, United States",Back Bay,2115,42.34378679,-71.08138591,Apartment,Entire home/apt,3,1,0,2,$160.00,2,95,strict
14041036,Peaceful Back Bay Studio near Prudential w/parking,72888191,"Cumberland Street, Boston, MA 02115, United States",Back Bay,2115,42.34314092,-71.08156872,Apartment,Entire home/apt,3,1,0,1,$160.00,1,,strict
13729738,Private Back Bay Room,67180440,"Boston, MA, United States",Back Bay,,42.3507776,-71.08352721,Apartment,Private room,3,1,1,2,$130.00,2,,moderate
4603803,Modern Room with Private Bathroom!,1354778,"Huntington Avenue, Boston, MA 02115, United States",Back Bay,2115,42.34356914,-71.08194892,Apartment,Private room,2,1,1,1,$100.00,1,80,strict
13614982,Adorable 1Bd Apt in Busy Back Bay,58356283,"Dartmouth Street, Boston, MA 02116, United States",Back Bay,2116,42.34974875,-71.0785676,Apartment,Entire home/apt,4,1,1,2,$225.00,1,91,strict
4143561,Lux 2BR in Post-War building ,9419684,"Garrison Street, Boston, MA 02116, United States",Back Bay,2116,42.34676222,-71.07995066,Apartment,Entire home/apt,5,1.5,2,3,$363.00,3,92,moderate
12304165,IDEAL LOCATION - 1BR/1BA NEWBURY ST,3713069,"Newbury Street, Boston, MA 02116, United States",Back Bay,2116,42.34877176,-71.08423396,Apartment,Private room,2,1.5,1,1,$105.00,1,88,moderate
6323935,Charming south end,31804748,"Cumberland Street, Boston, MA 02115, United States",Back Bay,2115,42.34402837,-71.08292014,Apartment,Entire home/apt,2,1,1,1,$185.00,1,96,moderate
311240,"Upscale Back Bay Studio, River Views",1600541,"Beacon St, Boston, MA 02116, United States",Back Bay,2116,42.35262417,-71.08051384,Apartment,Entire home/apt,2,1,0,1,$175.00,2,90,strict
4603588,Ahh the Views! 1 Bed with Balcony,4195134,"Beacon Street, Boston, MA 02116, United States",Back Bay,2116,42.35361439,-71.07957868,Apartment,Entire home/apt,3,1,1,1,$175.00,21,93,strict
13090471,Wonderful room in back bay,33323873,"Huntington Avenue, Boston, MA 02115, United States",Back Bay,2115,42.34512279,-71.08267393,Apartment,Private room,1,1,1,1,$80.00,5,100,strict
9993826,Lux 1BR Back Bay Apt,30283594,"Garrison Street, Boston, MA 02116, United States",Back Bay,2116,42.34593605,-71.07970465,Apartment,Entire home/apt,3,3,1,1,$219.00,3,,strict
9993602,Lux 1BR Back Bay Apt,30283594,"Garrison Street, Boston, MA 02116, United States",Back Bay,2116,42.34640824,-71.07983771,Apartment,Entire home/apt,3,1,1,1,$219.00,3,80,strict
10812807,Cozy 1 bedroom in great location,7466486,"Saint Botolph Street, Boston, MA 02115, United States",Back Bay,2115,42.34216345,-71.08295567,Apartment,Entire home/apt,2,1,1,1,$110.00,1,,flexible
2915643,TheDartmouthExecutiveSuite.com,14891491,"Dartmouth Street, Boston, MA 02116, United States",Back Bay,2116,42.34954061,-71.07848716,Condominium,Entire home/apt,4,1,1,2,$289.00,5,,strict
13466910,"Private deck, Newbury Street PH!",21184200,"Newbury Street, Boston, MA 02116, United States",Back Bay,2116,42.34830823,-71.08225851,Apartment,Entire home/apt,6,1.5,2,4,$350.00,1,100,strict
14670143,Verona's 2-Room Suite M314#7 SEPT. DEAL $175,32532791,"Chandler Street, Boston, MA 02116, United States",Back Bay,2116,42.34731098,-71.07505285,Apartment,Entire home/apt,3,1,1,2,$199.00,3,,strict
5455004,Incredible Downtown Boston! GS2,4962900,"Garrison Street, Boston, MA 02116, United States",Back Bay,2116,42.34519101,-71.07939374,Apartment,Entire home/apt,5,2,2,3,$232.00,2,92,strict
6552654,Quaint Renovated Rowhouse,20582119,"Cumberland Street, Boston, MA 02115, United States",Back Bay,2115,42.34230868,-71.08279043,Apartment,Entire home/apt,2,1,1,1,$180.00,1,97,moderate
8584276,Back Bay 345,3521413,"Commonwealth Avenue, Boston, MA 02115, United States",Back Bay,2115,42.35031514,-71.08681016,Condominium,Entire home/apt,4,1,1,2,$189.00,30,86,strict
1264217,Large 1 Bedroom on St. Botolph,1798561,"Blackwood Street, Boston, MA 02115, United States",Back Bay,2115,42.34318534,-71.08269225,Apartment,Entire home/apt,3,1,1,1,$165.00,3,97,moderate
9698823,Charming Back Bay flat on Newbury!,2268578,"Newbury Street, Boston, MA 02116, United States",Back Bay,2116,42.34853201,-71.08413591,Apartment,Entire home/apt,3,1,2,1,$165.00,3,,flexible
48612,"Large, Bright 2 Bedroom in Back Bay",206505,"Follen St, Boston, MA 02116, United States",Back Bay,2116,42.34563654,-71.08067154,Apartment,Entire home/apt,5,1,2,2,$375.00,2,90,moderate
5455293,Amazing Boston Back Bay! GS2,4962900,"Garrison Street, Boston, MA 02116, United States",Back Bay,2116,42.34612044,-71.07858822,Apartment,Entire home/apt,5,2,2,3,$298.00,2,94,strict
9992532,Lux 2BR Back Bay Apt.-Logan Airport,30283594,"Garrison Street, Boston, MA 02116, United States",Back Bay,2116,42.34671047,-71.07770713,Apartment,Entire home/apt,5,2,2,2,$319.00,3,,strict
7961477,Beautiful Back Bay One Bed Apt.,41998307,"Commonwealth Avenue, Boston, MA 02116, United States",Back Bay,2116,42.35041869,-71.08200914,Apartment,Entire home/apt,4,1,1,2,$245.00,7,100,strict
1964878,Lux 2BR in Post-War building  ,9419684,"Garrison Street, Boston, MA 02116, United States",Back Bay,2116,42.34596644,-71.07829728,Apartment,Entire home/apt,5,1.5,2,3,$363.00,3,92,moderate
1329627,[1274]1BR Half Block from Newbury,25188,"Hereford Street, Boston, MA 02115, United States",Back Bay,2115,42.34817646,-71.08654983,Apartment,Entire home/apt,2,1,1,1,$259.00,2,60,super_strict_30
